space,ari,nmi,ami,silhouette,davies_bouldin,calinski_harabasz,n_clusters,n_noise
embedding_2d,0.3139808353294348,0.5045128913994607,0.5035103450215038,0.5677769780158997,0.7450557707472854,1469.365966796875,2,0
full_attribution,0.30865728140169446,0.4663018943764703,0.4622343794025665,0.44188604970463075,0.7694725751668874,586.6434561251435,5,280
