space,ari,nmi,ami,silhouette,davies_bouldin,calinski_harabasz,n_clusters,n_noise
embedding_2d,0.5715779309668371,0.7023790682960928,0.7001797588445451,0.7128785252571106,0.35385317362419194,3166.27783203125,5,76
full_attribution,0.4890166112772916,0.649880832649419,0.6473437322237477,0.7162446958653553,0.37846971651086514,2551.018604078624,5,246
