space,ari,nmi,ami,silhouette,davies_bouldin,calinski_harabasz,n_clusters,n_noise,time_model_fit,time_attribution,time_reduction,time_clustering
embedding_2d,0.22819096223609764,0.3583469713246735,0.3558570849239385,0.6987486481666565,0.4232405095742253,3913.911865234375,2,58,0.7038684999997713,40.99417040000026,12.401418600000397,0.014419799999814131
full_attribution,0.0,0.0,0.0,,,,0,1000,0.7038684999997713,40.99417040000026,12.401418600000397,0.061088200000085635
